b_code,b_name,b_type,b_gudok,b_author,b_publish,b_page,b_price,b_cdate,b_rdate,b_bookcover,b_coversize,b_des
115288309,요가 다녀왔습니다,essay,Y,신경숙 저,달,365,13320,2022-12-07,2017-10-18,http://image.yes24.com/goods/115288309/L,0,책 설명
101682634,잘했고 잘하고 있고 잘 될 것이다 (스페셜 리미티드 에디션) [ 작가 친필 사인본 ],essay,Y,정영욱 저,부크럼,365,13500,2022-12-07,2017-10-19,http://image.yes24.com/goods/101682634/L,0,책 설명
115033554,사람을 얻는 지혜 스폐인어 원전 완역본,essay,Y,발타자르 그라시안 저/김유경 역,현대지성,365,10800,2022-12-07,2017-10-20,http://image.yes24.com/goods/115033554/L,0,책 설명
114335364,아주 오랜만에 행복하다는 느낌 [ 작가 친필 사인본 (선착순 한정) ],essay,Y,백수린 저,창비,365,12600,2022-12-07,2017-10-21,http://image.yes24.com/goods/114335364/L,0,책 설명
113803364,착한 아이 버리기 초등교사의 정체성 수업 일지,essay,Y,송주현 저,다다서재,365,13500,2022-12-07,2017-10-22,http://image.yes24.com/goods/113803364/L,0,책 설명
115834342,내일  내가 다시 좋아지고 싶어 지금껏 애써온 자신을 위한 19가지 공감과 위로,essay,Y,황유나 저,리드리드출판,365,15120,2022-12-07,2017-10-23,http://image.yes24.com/goods/115834342/L,0,책 설명
115094470,하루 한 문장  고전 명작 일력 매일 아침 마음이 자라는 시간 [ 스프링북 ],essay,Y,이지영 저,서사원,365,18900,2022-12-07,2017-10-24,http://image.yes24.com/goods/115094470/L,0,책 설명
97587008,천문학자는 별을 보지 않는다,essay,Y,심채경 저,문학동네,365,13500,2022-12-07,2017-10-25,http://image.yes24.com/goods/97587008/L,0,책 설명
71923011,여행의 이유,essay,Y,김영하 저,문학동네,365,12150,2022-12-07,2017-10-26,http://image.yes24.com/goods/71923011/L,0,책 설명
112617883,문장과 순간 [ 작가 사인 인쇄본  양장 ],essay,Y,박웅현 저,인티N,365,16200,2022-12-07,2017-10-27,http://image.yes24.com/goods/112617883/L,0,책 설명
106540460,나는 나로 살기로 했다 [ 골드 에디션  개정증보판 ],essay,Y,김수현 글그림,클레이하우스,365,14400,2022-12-07,2017-10-28,http://image.yes24.com/goods/106540460/L,0,책 설명
115569952,어떤 고독은 외롭지 않다 우리가 사랑한 작가들의 낭만적 은둔의기술 [ 양장 ],essay,Y,헨리 데이비드 소로우 저,인플루엔셜,365,14850,2022-12-07,2017-10-29,http://image.yes24.com/goods/115569952/L,0,책 설명
90384709,빅터 프랭클의 죽음의 수용소에서 죽음조차 희망으로 승화시킨 인간 존엄성의 승리 [ 양장  개정판 ],essay,Y,빅터 프랭클 저/이시형 역,청아출판사,365,11700,2022-12-07,2017-10-30,http://image.yes24.com/goods/90384709/L,0,책 설명
115570597,걸을 때마다 조금씩 내가 된다 휘청거리는 삶을 견디며 한 걸음씩 나아가는 법,essay,Y,캐서린 메이 저/이유진 역,웅진지식하우스,365,16020,2022-12-07,2017-10-31,http://image.yes24.com/goods/115570597/L,0,책 설명
98799362,작은 별이지만 빛나고 있어 (20만 부 기념 한정판 에디션),essay,Y,소윤 저,북로망스,365,13500,2022-12-07,2017-11-01,http://image.yes24.com/goods/98799362/L,0,책 설명
115304720,나는 사이보그가 되기로 했다 피터에서 피터 2.0으로,essay,Y,피터 스콧-모건 저/김명주 역,김영사,365,19800,2022-12-07,2017-11-02,http://image.yes24.com/goods/115304720/L,0,책 설명
115785456,이게 다 외로워서 그래 도시인의 만물외로움설 에세이 [ 초판 한정 크리스마스 버전 북커버 / 사인 인쇄본&랜덤 친필 메시지 ],essay,Y,오마르 저,놀,365,13770,2022-12-07,2017-11-03,http://image.yes24.com/goods/115785456/L,0,책 설명
111744535,계절의 위로 오늘을 살리는 빛의 문장들,essay,Y,서은 저,지식인하우스,365,13950,2022-12-07,2017-11-04,http://image.yes24.com/goods/111744535/L,0,책 설명
108422380,내가 같이 뛰어내려 줄게 [ 윈터 에디션  작가 손편지&사인 인쇄본 ],essay,Y,씨씨코 저,다산북스,365,14400,2022-12-07,2017-11-05,http://image.yes24.com/goods/108422380/L,0,책 설명
77728036,사랑의 기술,essay,Y,에리히 프롬 저/황문수 역,문예출판사,365,10800,2022-12-07,2017-11-06,http://image.yes24.com/goods/77728036/L,0,책 설명
114333532,서툰 어른 처방전 내 자신에게 보내는 마음 처방전,essay,Y,박대선 저,강한별,365,15120,2022-12-07,2017-11-07,http://image.yes24.com/goods/114333532/L,0,책 설명
95719593,마음이 흐르는 대로 삶이 흔들릴 때 우리가 바라봐야 할 단 한 가지 [ 리커버  양장 ],essay,Y,지나영 저,다산북스,365,14400,2022-12-07,2017-11-08,http://image.yes24.com/goods/95719593/L,0,책 설명
30387696,언어의 온도 말과 글에는 나름의 따뜻함과 차가움이 있다 [ 170만부 기념 에디션 ],essay,Y,이기주 저,말글터,365,12420,2022-12-07,2017-11-09,http://image.yes24.com/goods/30387696/L,0,책 설명
114906560,2023 오늘의 짤 일력 [ 스프링북 ],essay,Y,MOH Inc.(오늘의 짤) 저,동양북스(동양books),365,19800,2022-12-07,2017-11-10,http://image.yes24.com/goods/114906560/L,0,책 설명
94978691,어린이라는 세계,essay,Y,김소영 저,사계절,365,13500,2022-12-07,2017-11-11,http://image.yes24.com/goods/94978691/L,0,책 설명
114648022,사랑은 그렇게 하는 것이 아니다 상처받지 않고 상처주지 않는 관계의 기술,essay,Y,김달 저,빅피시,365,14850,2022-12-07,2017-11-12,http://image.yes24.com/goods/114648022/L,0,책 설명
115053942,무뎌진 감정이 말을 걸어올 때 [ 저자 손편지 인쇄본 ],essay,Y,김소영 저,책발전소X테라코타,365,14220,2022-12-07,2017-11-13,http://image.yes24.com/goods/115053942/L,0,책 설명
112058125,나의 아름다운 할머니,essay,Y,심윤경 저,사계절,365,11700,2022-12-07,2017-11-14,http://image.yes24.com/goods/112058125/L,0,책 설명
89898969,소년과 두더지와 여우와 말 [ 양장 ],essay,Y,찰리 맥커시 글그림/이진경 역,상상의힘,365,16200,2022-12-07,2017-11-15,http://image.yes24.com/goods/89898969/L,0,책 설명
59463540,명상록 철학자 황제가 전쟁터에서 자신에게 쓴 일기 [ 그리스어 원전 완역본 ],essay,Y,마르쿠스 아우렐리우스 저/박문재 역,현대지성,365,10800,2022-12-07,2017-11-16,http://image.yes24.com/goods/59463540/L,0,책 설명
114298025,The Black Book 검은 감정 마음을 알고 싶은 당신을 위한 70가지 부정감정 안내서,essay,Y,설레다 저,휴머니스트,365,15750,2022-12-07,2017-11-17,http://image.yes24.com/goods/114298025/L,0,책 설명
111090978,전부였던 사람이 떠나갔을 때 태연히 밥을 먹기도 했다 [ 개정판 ],essay,Y,박근호 저,히읏,365,13770,2022-12-07,2017-11-18,http://image.yes24.com/goods/111090978/L,0,책 설명
112183927,최소한의 이웃 허지웅 산문집,essay,Y,허지웅 저,김영사,365,14220,2022-12-07,2017-11-19,http://image.yes24.com/goods/112183927/L,0,책 설명
108902289,저 별은 모두 당신을 위해 빛나고 있다,essay,Y,손힘찬 저,떠오름,365,13680,2022-12-07,2017-11-20,http://image.yes24.com/goods/108902289/L,0,책 설명
90266627,애쓰지 않고 편안하게 (20만 부 기념 에디션),essay,Y,김수현 저,놀,365,13500,2022-12-07,2017-11-21,http://image.yes24.com/goods/90266627/L,0,책 설명
115309296,너를 빛나게 할 일들이 기다리고 있어,essay,Y,황현 저,웅진지식하우스,365,15300,2022-12-07,2017-11-22,http://image.yes24.com/goods/115309296/L,0,책 설명
115266073,세상에서 제일 다정한 이야기,essay,Y,신하영 저,딥앤와이드,365,14850,2022-12-07,2017-11-23,http://image.yes24.com/goods/115266073/L,0,책 설명
113445063,2023 오늘을 채우는 일력 키키와 진아의 단어 수집 365,essay,Y,임진아 저,미디어창비,365,18900,2022-12-07,2017-11-24,http://image.yes24.com/goods/113445063/L,0,책 설명
107653917,H마트에서 울다,essay,Y,미셸 자우너 저/정혜윤 역,문학동네,365,14400,2022-12-07,2017-11-25,http://image.yes24.com/goods/107653917/L,0,책 설명
114944733,홈in홈 불안과 걱정은 들어올 수 없는 내 마음속 집,essay,Y,태수 저,피카(FIKA),365,13500,2022-12-07,2017-11-26,http://image.yes24.com/goods/114944733/L,0,책 설명
115266209,거기  그곳에 세상 끝에 다녀오다,essay,N,지미 친 저/권루시안 역/이용대 감수,진선북스,365,24300,2022-12-07,2017-11-27,http://image.yes24.com/goods/115266209/L,0,책 설명
3239082,달리기를 말할 때 내가 하고 싶은 이야기 [ 양장 ],essay,N,무라카미 하루키 저/임홍빈 역,문학사상,365,13050,2022-12-07,2017-11-28,http://image.yes24.com/goods/3239082/L,0,책 설명
115569963,오늘도 반짝이는 너에게 매일이 똑같아 보여도,essay,N,그림에다 저,위즈덤하우스,365,14400,2022-12-07,2017-11-29,http://image.yes24.com/goods/115569963/L,0,책 설명
115093905,사유 식탁 영혼의 허기를 달래는 알랭 드 보통의 132가지 레시피 [ 양장 ],essay,N,알랭 드 보통인생학교 저/이용재 역,오렌지디,365,34650,2022-12-07,2017-11-30,http://image.yes24.com/goods/115093905/L,0,책 설명
113737145,내 일로 건너가는 법,essay,N,김민철 저,위즈덤하우스,365,15120,2022-12-07,2017-12-01,http://image.yes24.com/goods/113737145/L,0,책 설명
69747499,100 인생 그림책 [ 리커버 에디션  양장 ],essay,N,하이케 팔러 저/발레리오 비달리 그림/김서정 역,사계절,365,18000,2022-12-07,2017-12-02,http://image.yes24.com/goods/69747499/L,0,책 설명
115303527,목소리가 하는 일 성우 심규혁이 건네는 다정한 위로,essay,N,심규혁 저,스몰이슈,365,11700,2022-12-07,2017-12-03,http://image.yes24.com/goods/115303527/L,0,책 설명
108743692,당신은 결국 무엇이든 해내는 사람,essay,N,김상현 저,필름,365,13500,2022-12-07,2017-12-04,http://image.yes24.com/goods/108743692/L,0,책 설명
102524146,똥 쌀 때 읽는 책,essay,N,유태오 글/배민경 그림,포춘쿠키,365,11700,2022-12-07,2017-12-05,http://image.yes24.com/goods/102524146/L,0,책 설명
90454414,빅터 프랭클의 죽음의 수용소에서 죽음조차 희망으로 승화시킨 인간 존엄성의 승리 [ 개정보급판 ],essay,Y,빅터 프랭클 저/이시형 역,청아출판사,365,8820,2022-12-07,2017-12-06,http://image.yes24.com/goods/90454414/L,0,책 설명
101889131,걷는 독서 [ 양장 ],essay,Y,박노해 저,느린걸음,365,20700,2022-12-07,2017-12-07,http://image.yes24.com/goods/101889131/L,0,책 설명
6111280,불안 [ 양장  개정판 ],essay,Y,알랭 드 보통 저/정영목 역,은행나무,365,13500,2022-12-07,2017-12-08,http://image.yes24.com/goods/6111280/L,0,책 설명
5531156,월든 [ 개정판 ],essay,Y,헨리 데이비드 소로우 저,은행나무,365,11700,2022-12-07,2017-12-09,http://image.yes24.com/goods/5531156/L,0,책 설명
108586105,누구에게도 상처받을 필요는 없다,essay,Y,지민석 저,스튜디오오드리,365,12600,2022-12-07,2017-12-10,http://image.yes24.com/goods/108586105/L,0,책 설명
3061901,지금 이 순간을 살아라 [ 개정판 ],essay,Y,에크하르트 톨레 저,양문,365,11250,2022-12-07,2017-12-11,http://image.yes24.com/goods/3061901/L,0,책 설명
114872137,진지하면 반칙이다 나보다 더 외로운 나에게,essay,Y,류근 저,해냄,365,16200,2022-12-07,2017-12-12,http://image.yes24.com/goods/114872137/L,0,책 설명
35877927,새는 날아가면서 뒤돌아보지 않는다,essay,Y,류시화 저,더숲,365,12600,2022-12-07,2017-12-13,http://image.yes24.com/goods/35877927/L,0,책 설명
115327065,하루가 끝나면  따뜻하게 안아주세요 작지만 확실한 행복의 순간들 [ 개정판 ],essay,Y,박새봄 저,시대인,365,12600,2022-12-07,2017-12-14,http://image.yes24.com/goods/115327065/L,0,책 설명
114627041,당신은 반드시 잘될 겁니다,essay,Y,최대호 저,마인드셋(Mindset),365,13500,2022-12-07,2017-12-15,http://image.yes24.com/goods/114627041/L,0,책 설명
115034747,나는 미니멀 유목민입니다 여행 가방 하나에 담은 미니멀 라이프,essay,Y,박건우 저,길벗,365,13500,2022-12-07,2017-12-16,http://image.yes24.com/goods/115034747/L,0,책 설명
115835834,마음이 머무는 그림책 한 문장 그림책에서 찾은 인생의 한 줄,essay,Y,그림책사랑교사모임 저,케렌시아,365,14850,2022-12-07,2017-12-17,http://image.yes24.com/goods/115835834/L,0,책 설명
97963005,오늘은 이만 좀 쉴게요 (10만 부 기념 스페셜 에디션),essay,Y,손힘찬 저/이다영 그림,스튜디오오드리,365,12600,2022-12-07,2017-12-18,http://image.yes24.com/goods/97963005/L,0,책 설명
111705137,위라클 WERACLE 우리 모두에게 기적을,essay,Y,박위 저,토기장이,365,13500,2022-12-07,2017-12-19,http://image.yes24.com/goods/111705137/L,0,책 설명
115550483,Hoy 뮤지컬 배우 김호영 스토리 [ 초판한정부록 : 2023 호이 응원 메시지 카드(책과랩핑) ],essay,Y,김호영 저,인티N,365,15300,2022-12-07,2017-12-20,http://image.yes24.com/goods/115550483/L,0,책 설명
112373505,그리고 행복하다는 소식을 들었습니다 [ 작가 사인&메시지 인쇄본  초판 한정 양장본 ],essay,Y,이병률 저,달,365,14220,2022-12-07,2017-12-21,http://image.yes24.com/goods/112373505/L,0,책 설명
115852681,나는 오늘의 내가 좋아 긍정토끼 몰랑이의 몰랑몰랑 마음일기 [ 작가 사인 인쇄본  책속부록 : 스티커 ],essay,Y,윤혜지 저,북로망스,365,14400,2022-12-07,2017-12-22,http://image.yes24.com/goods/115852681/L,0,책 설명
115817164,다시 앉은 작은 의자 나는 유치원 교사입니다,essay,Y,전유정 저,아티오,365,13500,2022-12-07,2017-12-23,http://image.yes24.com/goods/115817164/L,0,책 설명
115403385,이만큼이나 낭만적이고 멋진 사람 [ 작가 친필 사인본(선착순 한정) ],essay,Y,오휘명 저,히읏,365,14760,2022-12-07,2017-12-24,http://image.yes24.com/goods/115403385/L,0,책 설명
64431016,슬픔을 공부하는 슬픔,essay,Y,신형철 저,한겨레출판,365,14400,2022-12-07,2017-12-25,http://image.yes24.com/goods/64431016/L,0,책 설명
114885004,조금 서툴더라도 네 인생을 응원해 방황하지 않고 나만의 리듬으로 살아가기,essay,Y,자회독서회 편/정은지 역,미디어숲,365,15120,2022-12-07,2017-12-26,http://image.yes24.com/goods/114885004/L,0,책 설명
105298670,땅콩일기,essay,Y,쩡찌 글그림,아침달,365,15300,2022-12-07,2017-12-27,http://image.yes24.com/goods/105298670/L,0,책 설명
105417218,도치의 요모조모 내 맘 탐구일지,essay,Y,최고심 글그림,밝은세상,365,19800,2022-12-07,2017-12-28,http://image.yes24.com/goods/105417218/L,0,책 설명
72263497,아무튼  술,essay,Y,김혼비 저,제철소,365,10800,2022-12-07,2017-12-29,http://image.yes24.com/goods/72263497/L,0,책 설명
115622448,골목 방랑기 픽셀로 교차하는 OOO의 기묘한 여정,essay,Y,OOO(정세원) 저,중앙북스(books),365,16200,2022-12-07,2017-12-30,http://image.yes24.com/goods/115622448/L,0,책 설명
90322846,나를 숨 쉬게 하는 보통의 언어들 [ 양장 ],essay,Y,김이나 저,위즈덤하우스,365,13050,2022-12-07,2017-12-31,http://image.yes24.com/goods/90322846/L,0,책 설명
115814095,돌봄과 작업 나를 잃지 않고 엄마가 되려는 여자들,essay,Y,정서경서유미홍한별임소연장하원전유진박재연엄지혜이설아김희진 저 외 1명 정보 더 보기/감추기 정서경 서유미 홍한별 임소연 장하원 전유진 박재연 엄지혜 이설아 김희진 서수연,돌고래,365,14850,2022-12-07,2018-01-01,http://image.yes24.com/goods/115814095/L,0,책 설명
112373792,어디로 가세요 펀자이씨?,essay,Y,엄유진 글그림,문학동네,365,14400,2022-12-07,2018-01-02,http://image.yes24.com/goods/112373792/L,0,책 설명
103540919,나는 너의 불안이 길지 않았으면 좋겠어 사랑과 사람으로부터 상처받은 당신에게,essay,Y,윤글 저,딥앤와이드,365,12600,2022-12-07,2018-01-03,http://image.yes24.com/goods/103540919/L,0,책 설명
115777759,아들아 명심하거라  잘 사는 데 필요한 건 따로 있다,essay,Y,신태순 저,떠오름,365,14850,2022-12-07,2018-01-04,http://image.yes24.com/goods/115777759/L,0,책 설명
112198223,위로의 책 『미드나잇 라이브러리』 매트 헤이그의 못다한 이야기,essay,Y,매트 헤이그 저/정지현 역,비즈니스북스,365,14400,2022-12-07,2018-01-05,http://image.yes24.com/goods/112198223/L,0,책 설명
97032664,기록하기로 했습니다 잊지 않으려고 시작한 매일의 습관,essay,Y,김신지 저,휴머니스트,365,12600,2022-12-07,2018-01-06,http://image.yes24.com/goods/97032664/L,0,책 설명
113416898,책과 우연들,essay,Y,김초엽 저,열림원,365,14400,2022-12-07,2018-01-07,http://image.yes24.com/goods/113416898/L,0,책 설명
69752765,좋은지 나쁜지 누가 아는가,essay,Y,류시화 저,더숲,365,13500,2022-12-07,2018-01-08,http://image.yes24.com/goods/69752765/L,0,책 설명
115828650,소소하지만 매일 합니다 일상을 유쾌하고 무해하게 만드는 살림 순간 [ 반양장 ],essay,Y,허유정 저,세미콜론,365,14400,2022-12-07,2018-01-09,http://image.yes24.com/goods/115828650/L,0,책 설명
35196302,시민의 불복종 [ 개정판 ],essay,Y,헨리 데이비드 소로우 저,은행나무,365,10800,2022-12-07,2018-01-10,http://image.yes24.com/goods/35196302/L,0,책 설명
114882906,녹스,essay,Y,앤 카슨 저/윤경희 역,봄날의책,365,55000,2022-12-07,2018-01-11,http://image.yes24.com/goods/114882906/L,0,책 설명
112012385,어른 공부 느끼고 깨닫고 경험하며 얻어낸 진한 삶의 가치들,essay,Y,양순자 저/박용인 그림,가디언,365,14400,2022-12-07,2018-01-12,http://image.yes24.com/goods/112012385/L,0,책 설명
30555650,숨결이 바람 될 때 서른여섯 젊은 의사의 마지막 순간 [ 양장 ],essay,Y,폴 칼라니티 저/이종인 역,흐름출판,365,12600,2022-12-07,2018-01-13,http://image.yes24.com/goods/30555650/L,0,책 설명
115426761,Elegance is 엘레강스 이즈 우아한 사람들은 무엇이 다른가? [ 양장 ],essay,Y,도은진 저,오브바이포(Of by For),365,18720,2022-12-07,2018-01-14,http://image.yes24.com/goods/115426761/L,0,책 설명
115255672,우리 사이의 빛 빛의 세계에서 전해 주는 삶을 위한 교훈,essay,N,로라 린 잭슨 저/서진희 역,나무의마음,365,16020,2022-12-07,2018-01-15,http://image.yes24.com/goods/115255672/L,0,책 설명
112230499,당신에게 좋은 소식을 전해줄게요 권글 에세이,essay,N,권글 저,떠오름,365,13680,2022-12-07,2018-01-16,http://image.yes24.com/goods/112230499/L,0,책 설명
104403812,이제는 오해하면 그대로 둔다 김다슬 에세이,essay,N,김다슬 저,스튜디오오드리,365,13500,2022-12-07,2018-01-17,http://image.yes24.com/goods/104403812/L,0,책 설명
115026057,내 MBTI가 궁금하달걀,essay,N,편집부 저,하이스트,365,15120,2022-12-07,2018-01-18,http://image.yes24.com/goods/115026057/L,0,책 설명
112603865,당신은 생각보다 멘탈이 강한 사람입니다,essay,N,박세니 저,다산북스,365,15300,2022-12-07,2018-01-19,http://image.yes24.com/goods/112603865/L,0,책 설명
101681780,스스로 행복하라 (10만 부 기념 에디션) [ 양장 ],essay,N,법정 저,샘터,365,13500,2022-12-07,2018-01-20,http://image.yes24.com/goods/101681780/L,0,책 설명
96435613,모래알만 한 진실이라도 (여우눈 에디션) 박완서 에세이 결정판 [ 양장 ],essay,N,박완서 저,세계사,365,15300,2022-12-07,2018-01-21,http://image.yes24.com/goods/96435613/L,0,책 설명
86895470,나의 서툰 위로가 너에게 닿기를,essay,N,선미화 저,시그마북스,365,11700,2022-12-07,2018-01-22,http://image.yes24.com/goods/86895470/L,0,책 설명
66149377,감옥으로부터의 사색 신영복 옥중서간 [ 제3판 ],essay,N,신영복 저,돌베개,365,16200,2022-12-07,2018-01-23,http://image.yes24.com/goods/66149377/L,0,책 설명
9437871,삶으로 다시 떠오르기,essay,N,에크하르트 톨레 저/류시화 역,연금술사,365,16200,2022-12-07,2018-01-24,http://image.yes24.com/goods/9437871/L,0,책 설명
115603211,내 여름날의 록스타 여전히 가슴 뛰게 하는 음악들에 대하여,essay,N,이승윤당민 저,클로브,365,12420,2022-12-07,2018-01-25,http://image.yes24.com/goods/115603211/L,0,책 설명
115844358,오늘도 속으로만 욕했습니다 내향인 기자의 불순한 회사 생활,essay,Y,강병조 저,파지트,365,13050,2022-12-07,2018-01-26,http://image.yes24.com/goods/115844358/L,0,책 설명
113417508,방구석 뮤지컬 전율의 기억  명작 뮤지컬 속 명언,essay,Y,이서희 저,리텍콘텐츠(RITEC CONTENTS),365,14850,2022-12-07,2018-01-27,http://image.yes24.com/goods/113417508/L,0,책 설명
80739168,지금 이대로 좋다 자유롭고 행복하고 싶은 이들에게 전하는 법륜스님의 희망편지,essay,Y,법륜 저/박정은 그림,정토출판,365,13320,2022-12-07,2018-01-28,http://image.yes24.com/goods/80739168/L,0,책 설명
92099619,좋은 사람에게만 좋은 사람이면 돼 지금은 나를 돌보는 시간  내 마음대로 행복해지기,essay,Y,김재식 저,위즈덤하우스,365,13320,2022-12-07,2018-01-29,http://image.yes24.com/goods/92099619/L,0,책 설명
115288335,일상의 낱말들 닮은 듯 다른 우리의 이야기를 시작하는 열여섯 가지 단어,essay,Y,김원영김소영이길보라최태규 저,사계절,365,16200,2022-12-07,2018-01-30,http://image.yes24.com/goods/115288335/L,0,책 설명
112373798,외계에서 온 펀자이씨,essay,Y,엄유진 글그림,문학동네,365,14400,2022-12-07,2018-01-31,http://image.yes24.com/goods/112373798/L,0,책 설명
110649593,매일을 헤엄치는 법 이연 그림 에세이,essay,Y,이연 글그림,푸른숲,365,14400,2022-12-07,2018-02-01,http://image.yes24.com/goods/110649593/L,0,책 설명
105245125,삶의 모든 색 [ 양장 ],essay,Y,리사 아이사토 글그림/김지은 역,길벗어린이,365,36100,2022-12-07,2018-02-02,http://image.yes24.com/goods/105245125/L,0,책 설명
85930657,내가 죽으면 장례식에 누가 와줄까 [ 너나들이 리커버 에디션 ],essay,Y,김상현 저,필름,365,13500,2022-12-07,2018-02-03,http://image.yes24.com/goods/85930657/L,0,책 설명
108252473,그림들 모마 미술관 도슨트북 [ 양장 ],essay,Y,SUN 도슨트 저,나무의마음,365,17820,2022-12-07,2018-02-04,http://image.yes24.com/goods/108252473/L,0,책 설명
105363655,천 번의 죽음이 내게 알려준 것들 호스피스 의사가 전하는 삶과 죽음에 관한 이야기,essay,Y,김여환 저,포레스트북스,365,12600,2022-12-07,2018-02-05,http://image.yes24.com/goods/105363655/L,0,책 설명
101408009,뜨겁게 나를 응원한다 하루 10분의 필사  100일 후의 기적 [ 양장  개정판 ],essay,Y,조성희 저,생각지도,365,17100,2022-12-07,2018-02-06,http://image.yes24.com/goods/101408009/L,0,책 설명
112228976,슬픔은 원샷  매일이 맑음 시각장애인 유튜버 원샷한솔의 유쾌한 반전 라이프,essay,Y,김한솔 저,위즈덤하우스,365,13500,2022-12-07,2018-02-07,http://image.yes24.com/goods/112228976/L,0,책 설명
107663314,꽃잎 한 장처럼 오늘을 살아가는 당신을 위한 이해인 수녀의 시 편지 [ 한정 사인 인쇄본  양장 ],essay,Y,이해인 저/오리여인 그림,샘터,365,14400,2022-12-07,2018-02-08,http://image.yes24.com/goods/107663314/L,0,책 설명
95802077,우리는 조구만 존재야 300만 살 도시공룡 브라키오의 일상 탐험 [ 레몬에이드 에디션 ],essay,N,조구만 스튜디오 글그림,더퀘스트,365,12150,2022-12-07,2018-02-09,http://image.yes24.com/goods/95802077/L,0,책 설명
59070026,곰돌이 푸  행복한 일은 매일 있어 아직 행복을 기다리는 우리에게 [ 포레스트 에디션 ],essay,N,곰돌이 푸 원저,알에이치코리아(RHK),365,13320,2022-12-07,2018-02-10,http://image.yes24.com/goods/59070026/L,0,책 설명
20475549,불안의 책,essay,N,페르난두 페소아 저,문학동네,365,16200,2022-12-07,2018-02-11,http://image.yes24.com/goods/20475549/L,0,책 설명
115801962,슬픔의 방문,essay,Y,장일호 저,낮은산,365,13500,2022-12-07,2018-02-12,http://image.yes24.com/goods/115801962/L,0,책 설명
115055361,0원으로 사는 삶 나의 작은 혁명 이야기,essay,Y,박정미 저,들녘,365,17550,2022-12-07,2018-02-13,http://image.yes24.com/goods/115055361/L,0,책 설명
112324882,땅콩일기 2,essay,Y,쩡찌 글그림,아침달,365,16200,2022-12-07,2018-02-14,http://image.yes24.com/goods/112324882/L,0,책 설명
112185160,쇳밥일지 청년공  펜을 들다,essay,Y,천현우 저,문학동네,365,13050,2022-12-07,2018-02-15,http://image.yes24.com/goods/112185160/L,0,책 설명
